,blast,Unnamed: 1,distance,ppv,frequency,aop,Blast No.,Date of blast,Location of blast ,Hole dia. [mm],Hole depth [m],No. of holes,Avg. Burden [m],Avg.Spacing [m],No. of deck,Avg. top stemming length [m],Avg. charge/hole [kg],Total charge [kg],Max.charge delay [kg],Explosive type
137,B23,,296,2.2,18,108.8,B23,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Blasting with solid decking using Nonel
138,B23,,410,0.81,23,105.5,B23,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Blasting with solid decking using Nonel
139,B23,,542,0.5, , ,B23,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Blasting with solid decking using Nonel
140,B23,,345,2.6,20.5,113,B23,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Blasting with solid decking using Nonel
141,B24,,150,4.39,57,117.8,B24,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Air deck blasting with Nonel
142,B24,,250,3.35,24,112,B24,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Air deck blasting with Nonel
143,B24,,300,2.42,43,109.5,B24,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Air deck blasting with Nonel
144,B24,,410,0.7,85,106,B24,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Air deck blasting with Nonel
145,B24,,545,0.5, , ,B24,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Air deck blasting with Nonel
146,B24,,335,2.46,28.4,113,B24,2013-04-16,"Bench  No. 2004, Pit-2",115,7.5,3,4.0,6.5,One of 0.5 m,2.5,44.0,132.0,24.0,Air deck blasting with Nonel
147,B25,,160,5.73,57,113.1,B25,2013-04-16,"Bench  No. 2004, Pit-2",115,7.0,3,4.0,6.5,Nil,2.5,40.0,120.0,40.0,Conventional blasting pattern
148,B25,,263,4.5,57,122.1,B25,2013-04-16,"Bench  No. 2004, Pit-2",115,7.0,3,4.0,6.5,Nil,2.5,40.0,120.0,40.0,Conventional blasting pattern
149,B25,,310,3.48,57,116.9,B25,2013-04-16,"Bench  No. 2004, Pit-2",115,7.0,3,4.0,6.5,Nil,2.5,40.0,120.0,40.0,Conventional blasting pattern
150,B25,,420,0.89,47,109.9,B25,2013-04-16,"Bench  No. 2004, Pit-2",115,7.0,3,4.0,6.5,Nil,2.5,40.0,120.0,40.0,Conventional blasting pattern
151,B25,,545,0.5, , ,B25,2013-04-16,"Bench  No. 2004, Pit-2",115,7.0,3,4.0,6.5,Nil,2.5,40.0,120.0,40.0,Conventional blasting pattern
152,B25,,315,3.26,39.4,115,B25,2013-04-16,"Bench  No. 2004, Pit-2",115,7.0,3,4.0,6.5,Nil,2.5,40.0,120.0,40.0,Conventional blasting pattern
153,B26,,164,2.8,51,105.5,B26,2013-04-16,"Bench  No. 2004, Pit-2",115,6.5,3,4.0,6.5,Nil,2.5,37.0,111.0,37.0,Conventional blasting pattern
154,B26,,269,2.5,57,113.8,B26,2013-04-16,"Bench  No. 2004, Pit-2",115,6.5,3,4.0,6.5,Nil,2.5,37.0,111.0,37.0,Conventional blasting pattern
155,B26,,315,2.32,37,109.5,B26,2013-04-16,"Bench  No. 2004, Pit-2",115,6.5,3,4.0,6.5,Nil,2.5,37.0,111.0,37.0,Conventional blasting pattern
156,B26,,425,0.57,73,101.9,B26,2013-04-16,"Bench  No. 2004, Pit-2",115,6.5,3,4.0,6.5,Nil,2.5,37.0,111.0,37.0,Conventional blasting pattern
157,B26,,553,0.5, , ,B26,2013-04-16,"Bench  No. 2004, Pit-2",115,6.5,3,4.0,6.5,Nil,2.5,37.0,111.0,37.0,Conventional blasting pattern
158,B26,,300,2.34,34.1,115,B26,2013-04-16,"Bench  No. 2004, Pit-2",115,6.5,3,4.0,6.5,Nil,2.5,37.0,111.0,37.0,Conventional blasting pattern
159,B27,,160,12.4,28,120.1,B27,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,One of 0.5 m,2.5,63.0,252.0,63.0,Air deck blasting with Detonating Fuse
160,B27,,250,8.84,23,115.2,B27,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,One of 0.5 m,2.5,63.0,252.0,63.0,Air deck blasting with Detonating Fuse
161,B27,,310,2.79,64,115.6,B27,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,One of 0.5 m,2.5,63.0,252.0,63.0,Air deck blasting with Detonating Fuse
162,B27,,350,2.62,20,112.3,B27,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,One of 0.5 m,2.5,63.0,252.0,63.0,Air deck blasting with Detonating Fuse
163,B27,,247,6.38,32,118,B27,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,One of 0.5 m,2.5,63.0,252.0,63.0,Air deck blasting with Detonating Fuse
164,B27,,600,1.69,12.2,111,B27,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,One of 0.5 m,2.5,63.0,252.0,63.0,Air deck blasting with Detonating Fuse
165,B28,,180,12.0,21,115.9,B28,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,Nil,3.0,63.0,252.0,63.0,Conventional blasting pattern
166,B28,,275,7.62,43,109.9,B28,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,Nil,3.0,63.0,252.0,63.0,Conventional blasting pattern
167,B28,,325,4.44,28,107.5,B28,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,Nil,3.0,63.0,252.0,63.0,Conventional blasting pattern
168,B28,,365,3.03,39,109.5,B28,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,Nil,3.0,63.0,252.0,63.0,Conventional blasting pattern
169,B28,,240,6.99,36.6,113,B28,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,Nil,3.0,63.0,252.0,63.0,Conventional blasting pattern
170,B28,,625,1.21,13.8,105,B28,2013-04-17,"Bench  No. 3002, Pit-2",115,11.0,4,4.0,6.5,Nil,3.0,63.0,252.0,63.0,Conventional blasting pattern
171,B29,,230,4.26,21,110.9,B29,2013-04-17,"Bench  No. 3002, Pit-2",115,9.0,4,4.0,6.5,Nil,2.5,54.0,270.0,54.0,Conventional blasting pattern
172,B29,,315,2.91,20,106.5,B29,2013-04-17,"Bench  No. 3002, Pit-2",115,9.0,4,4.0,6.5,Nil,2.5,54.0,270.0,54.0,Conventional blasting pattern
173,B29,,375,2.67,13,102.8,B29,2013-04-17,"Bench  No. 3002, Pit-2",115,9.0,4,4.0,6.5,Nil,2.5,54.0,270.0,54.0,Conventional blasting pattern
174,B29,,400,1.67,39,106,B29,2013-04-17,"Bench  No. 3002, Pit-2",115,9.0,4,4.0,6.5,Nil,2.5,54.0,270.0,54.0,Conventional blasting pattern
175,B29,,252,4.19,15.5,114,B29,2013-04-17,"Bench  No. 3002, Pit-2",115,9.0,4,4.0,6.5,Nil,2.5,54.0,270.0,54.0,Conventional blasting pattern
176,B29,,680,1.65,11.9,107,B29,2013-04-17,"Bench  No. 3002, Pit-2",115,9.0,4,4.0,6.5,Nil,2.5,54.0,270.0,54.0,Conventional blasting pattern
177,B30,,340,5.25,19,115.4,B30,2013-04-17,"Bench  No. 3002, Pit-2",115,8.0,9,4.0,6.5,Nil,2.5,45.0,409.5,45.0,Conventional blasting pattern
178,B30,,425,3.49,20,111.5,B30,2013-04-17,"Bench  No. 3002, Pit-2",115,8.0,9,4.0,6.5,Nil,2.5,45.0,409.5,45.0,Conventional blasting pattern
179,B30,,480,2.02,17,112,B30,2013-04-17,"Bench  No. 3002, Pit-2",115,8.0,9,4.0,6.5,Nil,2.5,45.0,409.5,45.0,Conventional blasting pattern
180,B30,,515,2.01,26,108.4,B30,2013-04-17,"Bench  No. 3002, Pit-2",115,8.0,9,4.0,6.5,Nil,2.5,45.0,409.5,45.0,Conventional blasting pattern
181,B30,,312,3.9,26.9,111,B30,2013-04-17,"Bench  No. 3002, Pit-2",115,8.0,9,4.0,6.5,Nil,2.5,45.0,409.5,45.0,Conventional blasting pattern
182,B30,,795,0.5, , ,B30,2013-04-17,"Bench  No. 3002, Pit-2",115,8.0,9,4.0,6.5,Nil,2.5,45.0,409.5,45.0,Conventional blasting pattern
183,B31,,645,0.937,28.8,115.6,B31,2013-12-18,"Bench  No. 3001, Pit-2",115,11.0,4,4.5,7.0,One of 0.75 m,2.5,70.0,280.0,36.0,Blasting with in-hole delay
184,B31,,685,0.841,17,115.6,B31,2013-12-18,"Bench  No. 3001, Pit-2",115,11.0,4,4.5,7.0,One of 0.75 m,2.5,70.0,280.0,36.0,Blasting with in-hole delay
185,B31,,712,0.5, , ,B31,2013-12-18,"Bench  No. 3001, Pit-2",115,11.0,4,4.5,7.0,One of 0.75 m,2.5,70.0,280.0,36.0,Blasting with in-hole delay
186,B31,,753,0.803,31.3,112.8,B31,2013-12-18,"Bench  No. 3001, Pit-2",115,11.0,4,4.5,7.0,One of 0.75 m,2.5,70.0,280.0,36.0,Blasting with in-hole delay
187,B31,,832,0.5, , ,B31,2013-12-18,"Bench  No. 3001, Pit-2",115,11.0,4,4.5,7.0,One of 0.75 m,2.5,70.0,280.0,36.0,Blasting with in-hole delay
188,B31,,937,0.5, , ,B31,2013-12-18,"Bench  No. 3001, Pit-2",115,11.0,4,4.5,7.0,One of 0.75 m,2.5,70.0,280.0,36.0,Blasting with in-hole delay
189,B32,,169,17.7,72.1,122.9,B32,2013-12-18,"Bench  No. 3004, Pit-2",115,6.5,4,4.0,6.0,Nil,2.5,35.25,141.0,35.25,Conventional blasting with single row
190,B32,,228,7.35,17,121.6,B32,2013-12-18,"Bench  No. 3004, Pit-2",115,6.5,4,4.0,6.0,Nil,2.5,35.25,141.0,35.25,Conventional blasting with single row
191,B32,,267,5.33,57.1,116.1,B32,2013-12-18,"Bench  No. 3004, Pit-2",115,6.5,4,4.0,6.0,Nil,2.5,35.25,141.0,35.25,Conventional blasting with single row
192,B32,,315,4.06,51.2,118,B32,2013-12-18,"Bench  No. 3004, Pit-2",115,6.5,4,4.0,6.0,Nil,2.5,35.25,141.0,35.25,Conventional blasting with single row
193,B32,,409,2.39,60.5,113.3,B32,2013-12-18,"Bench  No. 3004, Pit-2",115,6.5,4,4.0,6.0,Nil,2.5,35.25,141.0,35.25,Conventional blasting with single row
194,B32,,339,7.58,46.5,112,B32,2013-12-18,"Bench  No. 3004, Pit-2",115,6.5,4,4.0,6.0,Nil,2.5,35.25,141.0,35.25,Conventional blasting with single row
195,B33,,160,14.1,70.6,120,B33,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,31.25,125.0,31.25,Conventional blasting with one hole in 2nd row
196,B33,,220,6.81,23.3,116.9,B33,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,31.25,125.0,31.25,Conventional blasting with one hole in 2nd row
197,B33,,260,4.39,34.1,113,B33,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,31.25,125.0,31.25,Conventional blasting with one hole in 2nd row
198,B33,,308,3.3,37.9,112.2,B33,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,31.25,125.0,31.25,Conventional blasting with one hole in 2nd row
199,B33,,404,1.28,75.6,116.9,B33,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,31.25,125.0,31.25,Conventional blasting with one hole in 2nd row
200,B33,,358,4.71,64,108.4,B33,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,31.25,125.0,31.25,Conventional blasting with one hole in 2nd row
201,B34,,150,10.4,66.3,115,B34,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,29.0,116.0,29.0,Conventional blasting with line drilling holes
202,B34,,210,5.6,23.4,116.4,B34,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,29.0,116.0,29.0,Conventional blasting with line drilling holes
203,B34,,250,4.24,128,114,B34,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,29.0,116.0,29.0,Conventional blasting with line drilling holes
204,B34,,300,2.42,56.6,110,B34,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,29.0,116.0,29.0,Conventional blasting with line drilling holes
205,B34,,396,1.2,79.4,108,B34,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,29.0,116.0,29.0,Conventional blasting with line drilling holes
206,B34,,377,3.18,85.3,104.9,B34,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,29.0,116.0,29.0,Conventional blasting with line drilling holes
207,B35,,148,11.0,65.5,105,B35,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,3.5,5.5,Nil,3.0,27.69,110.75,29.0,Blasting with reduced burden and spacing
208,B35,,208,5.13,25.6,119.1,B35,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,3.5,5.5,Nil,3.0,27.69,110.75,29.0,Blasting with reduced burden and spacing
209,B35,,248,2.47,65.8,116.9,B35,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,3.5,5.5,Nil,3.0,27.69,110.75,29.0,Blasting with reduced burden and spacing
210,B35,,298,2.33,170.7,110.9,B35,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,3.5,5.5,Nil,3.0,27.69,110.75,29.0,Blasting with reduced burden and spacing
211,B35,,396,1.06,63.9,113,B35,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,3.5,5.5,Nil,3.0,27.69,110.75,29.0,Blasting with reduced burden and spacing
212,B35,,400,1.97,102.4,107.5,B35,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,3.5,5.5,Nil,3.0,27.69,110.75,29.0,Blasting with reduced burden and spacing
213,B36,,145,10.9,68,110,B36,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,28.25,113.0,28.25,Blasting with changed orientation of face
214,B36,,205,6.4,27.3,116.9,B36,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,28.25,113.0,28.25,Blasting with changed orientation of face
215,B36,,244,3.07,102.4,115.6,B36,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,28.25,113.0,28.25,Blasting with changed orientation of face
216,B36,,295,2.79,39.5,111,B36,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,28.25,113.0,28.25,Blasting with changed orientation of face
217,B36,,391,0.925,14.6,108.4,B36,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,28.25,113.0,28.25,Blasting with changed orientation of face
218,B36,,413,2.44,51.2,105.5,B36,2013-12-18,"Bench  No. 3004, Pit-2",115,6.0,4,4.0,6.0,Nil,2.5,28.25,113.0,28.25,Blasting with changed orientation of face
219,B37,,204,3.68,80.5,109,B37,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,53.0,106.0,53.0,Blasting with in-hole delay
220,B37,,250,2.22,17.4,115.6,B37,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,53.0,106.0,53.0,Blasting with in-hole delay
221,B37,,284,1.31,11.4,108.8,B37,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,53.0,106.0,53.0,Blasting with in-hole delay
222,B37,,325,1.28,28.4,111,B37,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,53.0,106.0,53.0,Blasting with in-hole delay
223,B37,,410,0.773,11.4,104.2,B37,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,53.0,106.0,53.0,Blasting with in-hole delay
224,B37,,245,5.08,51.2,110,B37,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,53.0,106.0,53.0,Blasting with in-hole delay
225,B38,,216,1.89,73.1,112,B38,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.0,100.0,53.0,Blasting with in-hole delay
226,B38,,261,0.953,17.1,109.5,B38,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.0,100.0,53.0,Blasting with in-hole delay
227,B38,,296,0.5, , ,B38,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.0,100.0,53.0,Blasting with in-hole delay
228,B38,,337,0.898,42.4,107,B38,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.0,100.0,53.0,Blasting with in-hole delay
229,B38,,422,0.5, , ,B38,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.0,100.0,53.0,Blasting with in-hole delay
230,B38,,232,2.21,42.7,108,B38,2013-12-18,"Bench  No. 1004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.0,100.0,53.0,Blasting with in-hole delay
231,B39,,187,5.38,29.3,112,B39,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,4.0,6.0,Nil,2.5,32.33,64.65,32.4,Conventional blasting with single row
232,B39,,226,3.18,30.1,110,B39,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,4.0,6.0,Nil,2.5,32.33,64.65,32.4,Conventional blasting with single row
233,B39,,276,2.5,34.6,108,B39,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,4.0,6.0,Nil,2.5,32.33,64.65,32.4,Conventional blasting with single row
234,B39,,375,0.813,16.6,103.5,B39,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,4.0,6.0,Nil,2.5,32.33,64.65,32.4,Conventional blasting with single row
235,B39,,242,2.33,53.3,109.5,B39,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,4.0,6.0,Nil,2.5,32.33,64.65,32.4,Conventional blasting with single row
236,B39,,432,0.5, , ,B39,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,4.0,6.0,Nil,2.5,32.33,64.65,32.4,Conventional blasting with single row
237,B40,,178,5.03,23.4,116.9,B40,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,3.0,4.5,Nil,3.0,27.25,54.5,27.25,Blasting with reduced burden and spacing
238,B40,,217,2.39,28.4,113,B40,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,3.0,4.5,Nil,3.0,27.25,54.5,27.25,Blasting with reduced burden and spacing
239,B40,,268,2.35,34.9,110.9,B40,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,3.0,4.5,Nil,3.0,27.25,54.5,27.25,Blasting with reduced burden and spacing
240,B40,,365,0.554,16.4,107,B40,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,3.0,4.5,Nil,3.0,27.25,54.5,27.25,Blasting with reduced burden and spacing
241,B40,,245,2.44,57.3,112,B40,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,3.0,4.5,Nil,3.0,27.25,54.5,27.25,Blasting with reduced burden and spacing
242,B40,,435,0.5, , ,B40,2013-12-19,"Bench  No. 3004, Pit-2",115,6.0,2,3.0,4.5,Nil,3.0,27.25,54.5,27.25,Blasting with reduced burden and spacing
243,B41,,193,8.08,18.1,115.6,B41,2013-12-19,"Bench  No. 3004, Pit-2",115,6.75,5,4.0,6.0,Nil,2.5,35.4,177.0,40.25,Conventional blasting with single row
244,B41,,229,6.2,56.9,111,B41,2013-12-19,"Bench  No. 3004, Pit-2",115,6.75,5,4.0,6.0,Nil,2.5,35.4,177.0,40.25,Conventional blasting with single row
245,B41,,279,3.97,36.6,108,B41,2013-12-19,"Bench  No. 3004, Pit-2",115,6.75,5,4.0,6.0,Nil,2.5,35.4,177.0,40.25,Conventional blasting with single row
246,B41,,375,1.26,14.5,104.2,B41,2013-12-19,"Bench  No. 3004, Pit-2",115,6.75,5,4.0,6.0,Nil,2.5,35.4,177.0,40.25,Conventional blasting with single row
247,B41,,282,2.27,54,116.9,B41,2013-12-19,"Bench  No. 3004, Pit-2",115,6.75,5,4.0,6.0,Nil,2.5,35.4,177.0,40.25,Conventional blasting with single row
248,B41,,472,1.73,20.5,110,B41,2013-12-19,"Bench  No. 3004, Pit-2",115,6.75,5,4.0,6.0,Nil,2.5,35.4,177.0,40.25,Conventional blasting with single row
249,B42,,418,2.51,23.4,115.6,B42,2013-12-19,"Bench  No. 3005, Pit-2",115,7.5,4,4.0,6.0,Nil,2.5,42.25,166.0,42.25,Conventional blasting with single row
250,B42,,435,2.52,23.3,114,B42,2013-12-19,"Bench  No. 3005, Pit-2",115,7.5,4,4.0,6.0,Nil,2.5,42.25,166.0,42.25,Conventional blasting with single row
251,B42,,465,2.11,34,112.3,B42,2013-12-19,"Bench  No. 3005, Pit-2",115,7.5,4,4.0,6.0,Nil,2.5,42.25,166.0,42.25,Conventional blasting with single row
252,B42,,533,0.976,17.4,108.8,B42,2013-12-19,"Bench  No. 3005, Pit-2",115,7.5,4,4.0,6.0,Nil,2.5,42.25,166.0,42.25,Conventional blasting with single row
253,B42,,579,1.4,22.9,116.9,B42,2013-12-19,"Bench  No. 3005, Pit-2",115,7.5,4,4.0,6.0,Nil,2.5,42.25,166.0,42.25,Conventional blasting with single row
254,B42,,769,0.5, , ,B42,2013-12-19,"Bench  No. 3005, Pit-2",115,7.5,4,4.0,6.0,Nil,2.5,42.25,166.0,42.25,Conventional blasting with single row
255,B43,,454,1.16,15.9,114,B43,2013-12-19,"Bench  No. 2005, Pit-2",115,8.5,4,4.0,6.0,Nil,3.0,49.25,197.0,49.25,Conventional blasting with single row
256,B43,,466,1.14,30.1,111,B43,2013-12-19,"Bench  No. 2005, Pit-2",115,8.5,4,4.0,6.0,Nil,3.0,49.25,197.0,49.25,Conventional blasting with single row
257,B43,,492,1.16,64.3,108.4,B43,2013-12-19,"Bench  No. 2005, Pit-2",115,8.5,4,4.0,6.0,Nil,3.0,49.25,197.0,49.25,Conventional blasting with single row
258,B43,,552,0.568,12.9,106.5,B43,2013-12-19,"Bench  No. 2005, Pit-2",115,8.5,4,4.0,6.0,Nil,3.0,49.25,197.0,49.25,Conventional blasting with single row
259,B43,,629,0.5,,,B43,2013-12-19,"Bench  No. 2005, Pit-2",115,8.5,4,4.0,6.0,Nil,3.0,49.25,197.0,49.25,Conventional blasting with single row
260,B43,,819,0.5,,,B43,2013-12-19,"Bench  No. 2005, Pit-2",115,8.5,4,4.0,6.0,Nil,3.0,49.25,197.0,49.25,Conventional blasting with single row
261,B44,,167,3.18,18.8,109.5,B44,2013-12-19,"Bench  No. 2004, Pit-2",115,8.0,2,3.0,4.5,One of 1.5 m,3.0,34.0,68.0,19.0,Blasting with reduced burden and spacing
262,B44,,198,2.86,73.1,105,B44,2013-12-19,"Bench  No. 2004, Pit-2",115,8.0,2,3.0,4.5,One of 1.5 m,3.0,34.0,68.0,19.0,Blasting with reduced burden and spacing
263,B44,,246,1.25,20.6,101,B44,2013-12-19,"Bench  No. 2004, Pit-2",115,8.0,2,3.0,4.5,One of 1.5 m,3.0,34.0,68.0,19.0,Blasting with reduced burden and spacing
264,B44,,340,0.582,10,97.5,B44,2013-12-19,"Bench  No. 2004, Pit-2",115,8.0,2,3.0,4.5,One of 1.5 m,3.0,34.0,68.0,19.0,Blasting with reduced burden and spacing
265,B44,,296,0.778,55.6,109.5,B44,2013-12-19,"Bench  No. 2004, Pit-2",115,8.0,2,3.0,4.5,One of 1.5 m,3.0,34.0,68.0,19.0,Blasting with reduced burden and spacing
266,B44,,485,0.5,,,B44,2013-12-19,"Bench  No. 2004, Pit-2",115,8.0,2,3.0,4.5,One of 1.5 m,3.0,34.0,68.0,19.0,Blasting with reduced burden and spacing
267,B45,,170,5.05,50.3,115.6,B45,2013-12-19,"Bench  No. 2004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.5,101.0,34.0,Conventional blasting with single row
268,B45,,202,4.55,30.1,112,B45,2013-12-19,"Bench  No. 2004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.5,101.0,34.0,Conventional blasting with single row
269,B45,,250,2.91,36.5,111.2,B45,2013-12-19,"Bench  No. 2004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.5,101.0,34.0,Conventional blasting with single row
270,B45,,343,1.31,14.4,104.2,B45,2013-12-19,"Bench  No. 2004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.5,101.0,34.0,Conventional blasting with single row
271,B45,,306,1.3,48.6,115.6,B45,2013-12-19,"Bench  No. 2004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.5,101.0,34.0,Conventional blasting with single row
272,B45,,495,0.5,,,B45,2013-12-19,"Bench  No. 2004, Pit-2",115,8.5,2,4.0,6.0,One of 0.5 m,2.5,50.5,101.0,34.0,Conventional blasting with single row
